motor,config,order,amplitude_deg,phase_abs_deg,max_error_axis_abs_deg
P013,path2_old,58,0.0019387252072689196,-167.57071096980826,3.3177463625895127
P013,path2_old,59,0.00249356166978086,-143.37913701998102,3.671540050508796
P013,path2_old,60,0.002099585998011568,-70.69363158346388,4.821772806942269
P03,path2_old,1,0.11608265848244467,-2.1374022759421143,357.8625977240579
P03,path2_old,2,0.03865403353094827,-136.4240681192317,111.78796594038415
P03,path2_old,3,0.002694087207915011,86.86547035928935,28.955156786429782
P03,path2_old,4,0.029131088278746175,-169.5320360529356,47.6169909867661
P03,path2_old,5,0.00780414430296378,9.102507028017644,1.820501405603529
P03,path2_old,6,0.0025866329864504094,-89.36807878073212,45.10532020321131
P03,path2_old,7,0.016347451521686616,93.36068054456003,13.33724007779429
P03,path2_old,8,0.0020019197389571203,177.33944004076517,22.167430005095646
P03,path2_old,9,0.004247201988356642,176.1857231782095,19.5761914642455
P03,path2_old,10,0.002011201232706333,27.841084693141003,2.7841084693141003
P03,path2_old,11,0.003051362379900701,146.8452148660787,13.349564987825335
P03,path2_old,12,0.04932832424796346,145.99144051825667,12.165953376521388
P03,path2_old,13,0.0032837569326292122,-146.37146995364824,16.432963849719368
P03,path2_old,14,0.003214227719589023,-96.48602479221641,18.822426800555974
P03,path2_old,15,0.002637094526446141,-155.52001848599184,13.631998767600544
P03,path2_old,16,0.002516458856386515,-153.79055564694235,12.888090272066103
P03,path2_old,17,0.002576415851779467,-76.36637005436292,16.684331173272767
P03,path2_old,18,0.0044961447437987904,-121.54360693365344,13.247577392574808
P03,path2_old,19,0.001931560502124969,178.45393421342794,9.392312327022523
P03,path2_old,20,0.0029463915541555505,-49.210831797780855,15.539458410110957
P03,path2_old,21,0.0017689435340379753,-64.61638578735463,14.065886391078351
P03,path2_old,22,0.003236607521380072,-176.48131770867982,8.341758285969098
P03,path2_old,23,0.0026108616681248566,-89.24486292442656,11.771962481546671
P03,path2_old,24,0.013710005908501396,39.47955474309932,1.6449814476291384
P03,path2_old,25,0.001968461698574295,148.44360124552702,5.937744049821081
P03,path2_old,26,0.0015599059354137312,-72.44289243912701,11.05988875234127
P03,path2_old,27,0.0014531561842897984,-47.82559034148291,11.56201517253767
P03,path2_old,28,0.0013309571634766474,92.40000598807708,3.300000213859896
P03,path2_old,29,0.0014035950038189587,123.31947917196179,4.252395833515924
P03,path2_old,30,0.004660198567356598,-151.55428088536272,6.9481906371545765
P03,path2_old,31,0.0018100239038488317,-45.55419550582358,10.143413048199239
P03,path2_old,32,0.004781707854806332,125.5848664128375,3.924527075401172
P03,path2_old,33,0.0009163997027519424,-109.54137663952844,7.5896552533476225
P03,path2_old,34,0.0034542943053393034,148.3977738657304,4.3646404078156
P03,path2_old,35,0.0005936927649322786,123.52711139995101,3.5293460399986003
P03,path2_old,36,0.006054268537486219,32.64082536853691,0.9066895935704697
P03,path2_old,37,0.005732200219009586,-102.17288928631817,6.968300289558968
P03,path2_old,38,0.0029682493751474978,-26.346702881136306,8.780349924180623
P03,path2_old,39,0.0015773910503857366,152.79276519386397,3.9177632100990762
P03,path2_old,40,0.003397981621343171,-23.728162717701395,8.406795932057465
P03,path2_old,41,0.0005919643298300587,-153.33811259171046,5.040533839226574
P03,path2_old,42,0.0019324048189981588,5.721669163388977,0.13623021817592804
P03,path2_old,43,0.002691123159838626,-55.65518952922426,7.077786290018041
P03,path2_old,44,0.005182656951335324,-87.2657697906226,6.198505232031304
P03,path2_old,45,0.0009243634239606022,-162.48717139159683,4.389173969075626
P03,path2_old,46,0.0024102527162831572,-113.64463217750668,5.355551474402029
P03,path2_old,47,0.000889413043690394,121.12490701693125,2.577125681211303
P03,path2_old,48,0.016357773483120248,-27.720102140193752,6.922497872079297
P03,path2_old,49,0.0033111354224393107,74.3416060807761,1.5171756343015532
P03,path2_old,50,0.003576425667341188,-61.46383582221128,5.970723283555775
P03,path2_old,51,0.004840766521658565,-33.169707862496885,6.408437100735355
P03,path2_old,52,0.000686801737728953,-109.98923322404492,4.80789936107606
P03,path2_old,53,0.002077138274147812,-127.82545140047704,4.380651860368358
P03,path2_old,54,0.0020322461027122564,52.762581399510346,0.9770848407316731
P03,path2_old,55,0.005203655080090574,86.74753604800173,1.5772279281454862
P03,path2_old,56,0.0027707747666356687,109.46153012737206,1.9546701808459297
P03,path2_old,57,0.001861507530720973,-97.7981233885042,4.6000329230086985
P03,path2_old,58,0.00126464543112244,7.074438617003179,0.12197307960350309
P03,path2_old,59,0.0013736400961197016,62.252357245065305,1.0551246990689034
P03,path2_old,60,0.007277141012747223,-119.6483110377831,4.005861482703615
