point_index,sweep_angle_deg,a1_raw_mean_error_deg,a1_raw_pointwise_sd_deg,a1_centered_mean_error_deg,a1_centered_pointwise_sd_deg,a1_top_selection_rate,a1_bottom_selection_rate,b_raw_mean_error_deg,b_raw_pointwise_sd_deg,b_centered_mean_error_deg,b_centered_pointwise_sd_deg,b_top_selection_rate,b_bottom_selection_rate,a2_raw_mean_error_deg,a2_raw_pointwise_sd_deg,a2_centered_mean_error_deg,a2_centered_pointwise_sd_deg,a2_top_selection_rate,a2_bottom_selection_rate,a_average_raw_mean_error_deg,a_average_centered_mean_error_deg,b_minus_a_raw_error_deg,b_minus_a_centered_error_deg,b_aligned_source_index,b_aligned_source_angle_deg,b_aligned_centered_mean_error_deg,b_minus_a_aligned_centered_error_deg
50,50.0,-0.089525,0.0028213560569343298,-0.05013652777777778,0.006056880269093628,0.0,0.0,-0.08834333333333333,0.008231235225246167,-0.07338927777777778,0.009622961515896226,0.0,0.0,-0.089525,0.0028213560569343298,-0.05013652777777778,0.006056880269093628,0.0,0.0,-0.089525,-0.05013652777777778,0.0011816666666666642,-0.023252749999999996,50,50.0,-0.07338927777777778,-0.023252749999999996
51,51.0,0.08690999999999999,0.009291383104791233,0.12629847222222224,0.00041314677876327547,0.0,0.0,0.08039666666666667,0.01193044145592833,0.09535072222222223,0.01384252933305253,0.0,0.0,0.08690999999999999,0.009291383104791233,0.12629847222222224,0.00041314677876327547,0.0,0.0,0.08690999999999999,0.12629847222222224,-0.006513333333333315,-0.03094775000000001,51,51.0,0.09535072222222223,-0.03094775000000001
52,52.0,0.091535,0.003938584771209073,0.13092347222222223,0.012816821097237032,0.0,0.0,0.07727333333333333,0.00597415544937804,0.09222738888888889,0.0044769568040476555,0.0,0.0,0.091535,0.003938584771209073,0.13092347222222223,0.012816821097237032,0.0,0.0,0.091535,0.13092347222222223,-0.014261666666666672,-0.03869608333333334,52,52.0,0.09222738888888889,-0.03869608333333334
53,53.0,0.09124,0.002687005768508879,0.13062847222222224,0.011565242094536847,0.0,0.0,0.08356333333333332,0.008235061222197032,0.09851738888888889,0.006408741339658038,0.0,0.0,0.09124,0.002687005768508879,0.13062847222222224,0.011565242094536847,0.0,0.0,0.09124,0.13062847222222224,-0.007676666666666679,-0.032111083333333346,53,53.0,0.09851738888888889,-0.032111083333333346
54,54.0,0.078485,0.0274852405847211,0.11787347222222222,0.018607004258693147,0.0,0.0,0.07378666666666667,0.009102858525393736,0.08874072222222222,0.009981019654144557,0.0,0.0,0.078485,0.0274852405847211,0.11787347222222222,0.018607004258693147,0.0,0.0,0.078485,0.11787347222222222,-0.004698333333333332,-0.02913275,54,54.0,0.08874072222222222,-0.02913275
55,55.0,0.049065,0.0249255140368258,0.08845347222222222,0.03380375036285376,0.0,0.0,0.07937666666666666,0.018306808387409675,0.09433072222222222,0.01826933327564035,0.0,0.0,0.049065,0.0249255140368258,0.08845347222222222,0.03380375036285376,0.0,0.0,0.049065,0.08845347222222222,0.030311666666666667,0.0058772500000000005,55,55.0,0.09433072222222222,0.0058772500000000005
56,56.0,-0.097675,0.011405632380539016,-0.05828652777777778,0.02028386870656698,0.0,0.0,-0.08109,0.005641391672273785,-0.06613594444444444,0.004940293457632942,0.0,0.0,-0.097675,0.011405632380539016,-0.05828652777777778,0.02028386870656698,0.0,0.0,-0.097675,-0.05828652777777778,0.016585000000000003,-0.007849416666666664,56,56.0,-0.06613594444444444,-0.007849416666666664
57,57.0,-0.16140500000000002,0.07373002407432132,-0.12201652777777779,0.06485178774829334,0.0,0.0,-0.08830666666666666,0.0028154277354130947,-0.07335261111111112,0.0009814442321722581,0.0,0.0,-0.16140500000000002,0.07373002407432132,-0.12201652777777779,0.06485178774829334,0.0,0.0,-0.16140500000000002,-0.12201652777777779,0.07309833333333336,0.04866391666666667,57,57.0,-0.07335261111111112,0.04866391666666667
58,58.0,-0.237465,0.07425328309239936,-0.1980765277777778,0.06537504676637138,0.0,0.0,-0.09169333333333334,0.01026869189981535,-0.07673927777777778,0.011202522806283805,0.0,0.0,-0.237465,0.07425328309239936,-0.1980765277777778,0.06537504676637138,0.0,0.0,-0.237465,-0.1980765277777778,0.1457716666666667,0.12133725000000001,58,58.0,-0.07673927777777778,0.12133725000000001
59,59.0,-0.10616500000000001,0.04005759915421791,-0.06677652777777777,0.03117936282818995,0.0,0.0,-0.07567333333333333,0.0045092386644901925,-0.060719277777777775,0.002845605969985956,0.0,0.0,-0.10616500000000001,0.04005759915421791,-0.06677652777777777,0.03117936282818995,0.0,0.0,-0.10616500000000001,-0.06677652777777777,0.03049166666666668,0.00605725,59,59.0,-0.060719277777777775,0.00605725
