MechanicalAngleDeg,MeasuredErrorDeg,H36FitDeg,ElectricalFamilyFitDeg,Extended12OrderFitDeg,ElectricalFamilyResidualDeg
282.0,0.16052,0.4075928238854636,0.20094156960918955,0.165963901335741,-0.04042156960918955
283.0,0.39722,0.5056130710006344,0.4423076414497148,0.42291523690636346,-0.04508764144971478
284.0,0.49561,0.25910470220320203,0.5561471638339515,0.5697230896793747,-0.06053716383395147
285.0,-0.12262,-0.2377744641375287,-0.11073374425638825,-0.06018312330391315,-0.011886255743611754
286.0,-1.06256,-0.7952334747811058,-1.0692070195253225,-0.993575819714178,0.0066470195253225395
287.0,-1.22656,-1.20034193499657,-1.34259270816859,-1.26223238512314,0.1160327081685899
288.0,-1.08331,-1.2983621821117468,-1.1521061363280634,-1.0826792563374636,0.06879613632806336
289.0,-0.83008,-1.051853813314302,-0.9487279472771699,-0.8901708287864509,0.11864794727716987
290.0,-0.34534,-0.5549746469735666,-0.5176483553675145,-0.4520455566992432,0.17230835536751454
291.0,0.0769,0.002484363669985834,-0.022126019525347748,0.07773147122910917,0.09902601952534774
292.0,0.29248,0.40759282388546647,0.2009415696091879,0.3567009952406473,0.09153843039081211
293.0,0.5675,0.505613071000637,0.44230764144971235,0.65700278254991,0.12519235855028765
294.0,0.7627,0.2591047022031977,0.5561471638339512,0.8101559445666865,0.2065528361660488
295.0,0.36847,-0.23777446413753486,-0.11073374425640267,0.14748424272513952,0.47920374425640266
296.0,-0.82367,-0.7952334747811114,-1.0692070195253303,-0.8429910581029431,0.24553701952533025
297.0,-1.13068,-1.200341934996561,-1.3425927081685793,-1.1719952631617745,0.21191270816857943
298.0,-1.04816,-1.298362182111746,-1.1521061363280556,-1.0423091001057243,0.1039461363280556
299.0,-0.92725,-1.0518538133143156,-0.9487279472771792,-0.890913502569145,0.02147794727717922
300.0,-0.53027,-0.5549746469735605,-0.5176483553675053,-0.5000972674543582,-0.01262164463249471
301.0,-0.04889,0.002484363669991385,-0.022126019525344487,-0.04063174320976706,-0.026763980474655516
302.0,0.1192,0.40759282388545726,0.20094156960918216,0.13997418653853919,-0.08174156960918216
303.0,0.40765,0.5056130710006326,0.4423076414497174,0.32801410088573446,-0.03465764144971739
304.0,0.50421,0.25910470220319326,0.5561471638339421,0.3846875274227012,-0.05193716383394209
305.0,-0.45184,-0.23777446413751552,-0.11073374425636785,-0.32678062931220847,-0.3411062557436322
306.0,-1.45984,-0.7952334747811171,-1.0692070195253374,-1.2999983099510675,-0.39063298047466266
307.0,-1.52014,-1.2003419349965636,-1.3425927081685884,-1.550274228597763,-0.1775472918314116
308.0,-1.28595,-1.2983621821117486,-1.15210613632807,-1.3057193701994543,-0.1338438636719299
309.0,-0.99628,-1.0518538133142932,-0.9487279472771502,-1.036784776177733,-0.0475520527228499
310.0,-0.50366,-0.5549746469735798,-0.517648355367511,-0.5514182248784881,0.013988355367510974
311.0,-0.10107,0.002484363670020473,-0.02212601952532456,-0.027748587710526518,-0.07894398047467543
312.0,0.13696,0.40759282388546014,0.2009415696091805,0.1971982646032495,-0.0639815696091805
313.0,0.42273,0.5056130710006388,0.4423076414497072,0.42755410831859536,-0.019577641449707195
314.0,0.60101,0.25910470220318893,0.5561471638339419,0.5358940133418679,0.04486283616605813
315.0,-0.03778,-0.23777446413754716,-0.11073374425641816,-0.11834283463234505,0.07295374425641815
316.0,-0.94843,-0.7952334747810994,-1.0692070195253143,-1.0460760273110064,0.12077701952531428
317.0,-1.15051,-1.2003419349965787,-1.3425927081685904,-1.2825591576290567,0.19208270816859052
318.0,-0.97522,-1.2983621821117477,-1.1521061363280698,-1.0650242069953553,0.17688613632806982
319.0,-0.82343,-1.0518538133142892,-0.9487279472771498,-0.8545098963784342,0.12529794727714982
320.0,-0.42676,-0.5549746469735737,-0.517648355367515,-0.4340270530573659,0.090888355367515
321.0,0.06268,0.0024843636700027094,-0.02212601952533695,0.04640000457389459,0.08480601952533695
322.0,0.32684,0.40759282388546303,0.20094156960919254,0.2662844402773217,0.12589843039080748
323.0,0.58862,0.5056130710006344,0.44230764144971996,0.5261432206715064,0.14631235855028007
324.0,0.64801,0.2591047022032026,0.5561471638339495,0.6774097245645838,0.09186283616605051
325.0,0.02692,-0.23777446413755332,-0.11073374425641933,0.05330592933121959,0.13765374425641932
326.0,-0.98584,-0.795233474781105,-1.069207019525322,-0.8732039751415323,0.083367019525322
327.0,-1.10413,-1.2003419349965696,-1.3425927081685936,-1.1342024228022287,0.2384627081685935
328.0,-0.96637,-1.298362182111747,-1.152106136328062,-0.9465464924862088,0.18573613632806207
329.0,-0.72375,-1.0518538133143025,-0.9487279472771589,-0.7458297254471661,0.22497794727715892
330.0,-0.25385,-0.5549746469735675,-0.5176483553675187,-0.29972089002529745,0.2637983553675187
331.0,0.15814,0.002484363670008316,-0.022126019525332913,0.23751023244378136,0.18026601952533292
332.0,0.40918,0.4075928238854538,0.2009415696091731,0.5231407891199857,0.2082384303908269
333.0,0.68317,0.5056130710006336,0.4423076414497253,0.8291015135250206,0.24086235855027477
334.0,0.87115,0.25910470220319826,0.5561471638339492,0.9867678683024547,0.31500283616605074
335.0,0.39301,-0.23777446413753398,-0.11073374425639775,0.3273930440535068,0.5037437442563978
336.0,-0.69238,-0.7952334747811107,-1.0692070195253291,-0.660994985151675,0.37682701952532915
337.0,-1.05426,-1.2003419349965725,-1.342592708168589,-0.9890370267306962,0.28833270816858914
338.0,-0.93005,-1.2983621821117497,-1.1521061363280765,-0.8593547445206862,0.22205613632807641
339.0,-0.82062,-1.0518538133142983,-0.9487279472771584,-0.7087022672574799,0.12810794727715835
340.0,-0.42401,-0.5549746469735868,-0.5176483553675244,-0.3190839828767139,0.0936383553675244
341.0,0.07269,0.0024843636700139227,-0.022126019525328805,0.13905776288925656,0.09481601952532881
342.0,0.34174,0.4075928238854567,0.2009415696091852,0.3185723675654579,0.1407984303908148
343.0,0.54919,0.5056130710006362,0.442307641449715,0.5061240225332189,0.10688235855028494
344.0,0.52844,0.25910470220317605,0.5561471638339235,0.5632773677845327,-0.027707163833923465
345.0,-0.30273,-0.23777446413754014,-0.1107337442563989,-0.14640100360858577,-0.1919962557436011
346.0,-1.27545,-0.795233474781093,-1.0692070195253058,-1.1162179859794301,-0.20624298047469414
347.0,-1.29193,-1.2003419349965754,-1.3425927081685984,-1.3612376307740892,0.050662708168598414
348.0,-1.0816,-1.2983621821117488,-1.1521061363280685,-1.1093961981523874,0.07050613632806857
349.0,-0.82178,-1.0518538133143118,-0.9487279472771767,-0.8310506918597707,0.12694794727717673
350.0,-0.31567,-0.5549746469735807,-0.5176483553675284,-0.33414298577674545,0.2019783553675284
351.0,0.10925,0.00248436366999627,-0.022126019525341045,0.20311203340204176,0.13137601952534106
352.0,0.36261,0.4075928238854718,0.20094156960921516,0.44351063172408856,0.16166843039078482
353.0,0.59399,0.5056130710006355,0.44230764144972035,0.6909188365439521,0.15168235855027967
354.0,0.7265,0.2591047022032076,0.5561471638339568,0.8175657996059283,0.17035283616604324
355.0,0.18597,-0.23777446413754627,-0.11073374425641327,0.1824757905256038,0.29670374425641327
356.0,-0.80054,-0.7952334747810986,-1.0692070195253138,-0.7257405195282449,0.2686670195253138
357.0,-1.01209,-1.2003419349965663,-1.3425927081685878,-0.9428446796421472,0.33050270816858784
358.0,-0.86426,-1.2983621821117444,-1.1521061363280534,-0.7065965056455077,0.28784613632805334
359.0,-0.66687,-1.0518538133143076,-0.9487279472771671,-0.47856311454742056,0.2818579472771672
